
"ID_TRANSACCION_ORGANISMO","PROVIDER","TIPO_TARJETA","NUMERO_SERIE_HEX","FECHA_HORA_TRANSACCION","LINEA","ESTACION","AUTOBUS","RUTA","EQUIPO","TIPO_EQUIPO","LOCATION_ID","TIPO_TRANSACCION","SALDO_ANTES_TRANSACCION","MONTO_TRANSACCION","SALDO_DESPUES_TRANSACCION","PERFIL1","PERFIL2","PERFIL3","SAM_SERIAL_HEX_ULTIMA_RECARGA","SAM_SERIAL_HEX","CONTADOR_RECARGAS","CONTADOR_VALIDACIONES","EVENT_LOG","LOAD_LOG","PURCHASE_LOG","MAC","COUNTER_VALUE","COUNTER_AMOUNT","SAM_COUNTER","ENVIRONMENT","ENVIRONMENT_ISSUER_ID","CONTRACT","CONTRACT_TARIFF","CONTRACT_SALE_SAM","CONTRACT_RESTRICT_TIME","CONTRACT_VALIDITY_START_DATE","CONTRACT_VALIDITY_DURATION"
"123905256","15","1","00000000C32E817B","2024-10-17 05:05:39","12","","8E","10","01","4","12148E","03","1800","800","1000","0","  0","  0","AE1232FF","AEC426C1","","3,396","0100005803011512148E3446F2230003201512148E3446F22301010000","","00000000000000000000000000000000000000000000000000000000000000C000A53BA56190950003E8FCE027A70131C0AEC426C1000D440003E800A5","000000000000000000000000000003A4BD25B619EEFE8D000D20F3DD6BD000D52A14","000000","000000","001362","148401320000000120702EB50000010100000000000000000000000000","32","01011F8F3F01328180000000000000002070AE10D0EF001362C4CCFC49","1","AE10D0EF","00","2019-09-27 00:00:00","63"
"123970080","15","1","0000000093E223DA","2024-10-17 05:50:25","12","","06","20","01","4","122406","03","3500","800","2700","0","  0","  0","AEC4096D","AEC426C0","","2,862","01FFFFB70301151224063446FCA1000320151224063446FCA101010000","","00000000000000000000000000000000000000000000000000000000000000C0015AC8F23404A2000A8CFCE027A7015EC0AEC426C0000B2E000A8C015A","000000000000000000000000000003F1D80B4638E357DC000B117D6F9B9D875FD3EF","000000","000000","00075D","148401321234567820652EA90000010101000000000000000000000000","32","01011F9A3F01328180000000000000002065AE10D22700075DC430CCB9","1","AE10D227","00","2019-09-16 00:00:00","63"
"123991864","15","1","000000000569BBDE","2024-10-17 05:35:00","12","","8E","10","01","4","12048E","51","","","","0","  0","  0","","","","","","","","00000000000000000000000000000000000000000000000000000000000000000000","000000","000000","","","","","","","","",""
"124002256","15","1","00000000C3A55342","2024-10-17 06:15:59","12","","8E","10","01","4","12148E","03","2400","800","1600","0","  0","  0","AE10D258","AEC426C1","","3,397","0100FFA703011512148E3447029F0003201512148E3447029F01010000","","00000000000000000000000000000000000000000000000000000000000000C000C14502F9E645000640FCE027A70177C0AEC426C1000D4500064000C1","00000000000000000000000000000356C94B193D5F6712000D21FB0B5F3D8FEEA54C","000000","000000","01A262","1484013200000001212C2F700000010100000000000000000000000000","32","01011ED33F0132818000000000000000212CAEC283F901A262C451444B","1","AEC283F9","00","2020-04-02 00:00:00","63"
"124002259","15","1","000000007CB58BD8","2024-10-17 06:16:25","12","","8E","10","01","4","12148E","03","2200","800","1400","0","  0","  0","AEC29C40","AEC426C1","","3,398","0100002803011512148E344702B90003201512148E344702B901010000","","00000000000000000000000000000000000000000000000000000000000000C00028E5AFBE8442000578FCE027A70178C0AEC426C1000D460005780028","000000000000000000000000000003F8DF75AA82213075000D226825064DBF73D156","000000","000000","00FFBC","1484013200000000271A355E0000000000000000000000000000000000","32","0101188D3C01328180000000000000002772AE10D1B500FFBCC4C92BDC","1","AE10D1B5","00","2024-08-25 00:00:00","60"
"124012193","15","1","0000000093D7A701","2024-10-16 19:40:47","12","","9B","30","01","4","12349B","03","3600","800","2800","0","  0","  0","AEC29CBF","AEC426C2","","2,349","0100007F03011512349B34466DBF0003201512349B34466DBF01010000","","00000000000000000000000000000000000000000000000000000000000000C002E14F46BD630E000AF0FCE027A6049CC0AEC426C200092D000AF002E1","00000000000000000000000000000354D18ABA789EE5F200090E94BAC69D187CA36F","000000","000000","000143","1484013212345678204D2E910000010101000000000000000000000000","32","01011FB23F0132818000000000000000204DAE10D14B000143C4BD75C4","1","AE10D14B","00","2019-08-23 00:00:00","63"
"124012218","15","1","0000000005252550","2024-10-16 20:07:00","12","","9B","30","01","4","12049B","51","","","","0","  0","  0","","","","","","","","00000000000000000000000000000000000000000000000000000000000000000000","000000","000000","","","","","","","","",""
"124012221","15","1","000000000701B499","2024-10-16 20:08:01","12","","9B","30","01","4","12349B","03","2100","800","1300","0","  0","  0","AE10E263","AEC426C2","","2,350","0100004F03011512349B344674210003201512349B3446742101010000","","00000000000000000000000000000000000000000000000000000000000000C0004BBC508275AA000514FCE027A604B8C0AEC426C200092E000514004B","0000000000000000000000000000038AD0D35B0FD3D54000090F24565911C85E23C0","000000","000000","00170B","1484010100000000267434B90000000000000000000000000000000000","01","010118AE3C01018180000000000000002751AE124BC200170BC4DD882B","1","AE124BC2","00","2024-07-23 00:00:00","60"
"124012247","15","1","000000007C0048D2","2024-10-16 20:44:33","12","","9B","30","01","4","12349B","03","2000","800","1200","0","  0","  0","AE10D209","AEC426C2","","2,351","0100003403011512349B34467CB10003201512349B34467CB101010000","","00000000000000000000000000000000000000000000000000000000000000C001335B208E407D0004B0FCE027A604DCC0AEC426C200092F0004B00133","0000000000000000000000000000036D2F462F7A516950000910D180D82FE88413E8","000000","000000","00002C","1484013200000000256133A60000000000000000000000000000000000","32","01011A3C3F013281800000000000000025C3AEC29C4100002CC41D3BE5","1","AEC29C41","00","2023-06-21 00:00:00","63"
"124012273","15","1","000000007CA345DE","2024-10-16 21:12:53","12","","9B","30","01","4","12349B","03","2800","800","2000","0","  0","  0","AE10D13A","AEC426C2","","2,352","0100003103011512349B344683550003201512349B3446835501010000","","00000000000000000000000000000000000000000000000000000000000000C000316AA284787F0007D0FCE027A604F8C0AEC426C20009300007D00031","000000000000000000000000000003131186FC42B6C776000911C46FE35F9165616F","000000","000000","00E850","148401320000000026E135250000000000000000000000000000000000","32","010118953C0132818000000000000000276AAE10D22800E850C4094D9F","1","AE10D228","00","2024-08-17 00:00:00","60"
